MB_CODE_2016,MB_CATEGORY_NAME_2016,SA1_MAINCODE_2016,SA1_7DIGITCODE_2016,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
60001481000,Primary Production,60203106402,6106402,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,142.5801
60001482000,Other,60203106415,6106415,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.8533
60001490000,Primary Production,60203106405,6106405,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,4.8022
60001501000,Other,60203106405,6106405,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,3.798
60001502000,Parkland,60203106404,6106404,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1012
60001511000,Other,60203106413,6106413,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,4.1747
60001512000,Parkland,60203106413,6106413,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.2516
60001520000,Other,60203106413,6106413,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,2.8958
60001530000,Other,60203106414,6106414,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,18.2819
60001540000,Other,60203106414,6106414,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,1.1449
60001563000,Parkland,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0713
60001570000,Other,60203106414,6106414,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,1.3509
60001581000,Parkland,60203106406,6106406,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,4.9555
60001582000,Parkland,60203106407,6106407,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0315
